ORIGINAL_INDEX,CONTENT,LABEL,SUBJECT
2125,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Agreed, we should not have a dumping ground. IMO, what it would go into hadoop-tools (i.e. distcp, streaming and someone could argue for FsShell as well) are effectively hadoop CLI utilities. Having them in a separate module rather in than in the core module (common, hdfs, mapreduce) does not mean that they are secondary things, just modularization. Also it will help to get those tools to use public interfaces of the core module, and when we finally have a clean hadoop-client layer, those tools should only depend on that. Finally, the fact that tools would end up under trunk/hadoop-tools, it does not prevent that the packaging from HDFS and MAPREDUCE to bundle the same/different tools +1 for hadoop-tools/ (not binding) Thanks. ",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2126,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Mapreduce and HDFS are distinct function of Hadoop. They are loosely coupled. If we have tools aggregator module, it will not have as clear distinct function as other Hadoop modules. Hence, it is possible for a tool to be depend on both HDFS and map reduce. If something broke in tools module, it is unclear which subproject's responsibility to maintain tools function. Therefore, it is safer to send tools to incubator or apache extra rather than deposit the utility tools in tools subcategory. There are many short lived projects that attempts to associate themselves with Hadoop but not being maintained. It would be better to spin off those utility projects than use Hadoop as a dumping ground. The previous discussion for removing contrib, most people were in favor of doing so, and only a few contrib owners were reluctant to remove contrib. Fewer people has participated in restore functionality of broken contrib projects. History speaks for itself. -1 (non-binding) for hadoop-tools. regards, Eric ",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2127,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) There are a bunch of so called tools in hadoop-mapreduce-project/src/tools - DistCp, HadoopArchives, Rumen etc. And contrib projects are in src/contrib in all of common, hdfs and mapred source trees. Not sure how the distinction was ever made. The last time we had a discussion about moving contrib projects out of the core, we didn't reach any consensus - * http://s.apache.org/HadoopContribDiscussion*. Do we want to revive that discucssion now? Or we want to keep the status-quo, imitate the source structure of the present day tools and contrib, but move them to appropriate maven modules and then have that discussion separately? I personally prefer the later, given the length and the eventual failure of the previous discussion. HADOOP-7590 is a related issue where the src location of contribs like gridmix, streaming etc is being talked about. I suppose that issue and this thread ought to converge. Thanks, +Vinod",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2128,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Eric, Personally I'm fine either way. Still, I fail to see why a generic/categorized tools increase/reduce the risk of dead code and how they make more-difficult/easier the package&deployment. Would you please explain this? Thanks. Alejandro ",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2129,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Option #2 proposed by Amareshwari, seems like a better proposal. We don't want to repeat history for contrib again with hadoop-tools. Having a generic module like hadoop-tools increases the risk of accumulate dead code. It would be better to categorize the hdfs or mapreduce specific tools in their respected subcategories. It is also easier to manage from package/deployment prospective. regards, Eric On Sep 6, 2011, at 4:32 PM, Eli Collins wrote:",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2130,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) On Sep 6, 2011, at 4:32 PM, Eli Collins wrote: At one point, everything in contrib was maintained. So I guess the big question is: what is the gating criteria for something to get entry into tools?",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2131,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) ,not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2132,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) On Sep 6, 2011, at 9:30 AM, Vinod Kumar Vavilapalli wrote: I'm still waiting for this answer as well. Until such, I would be pretty much against a tools module. Changing the name of the dumping ground doesn't make it any less of a dumping ground.",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2133,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) ,existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2134,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) +1 On Sep 6, 2011, at 12:13 AM, Amareshwari Sri Ramadasu wrote:",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2135,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) + Copying common dev. On 9/6/11 10:58 AM, ""Mithun Radhakrishnan"" wrote: I'm leaning towards creating a trunk/hadoop-tools/hadoop-distcp (etc.). I'm hoping that's going to be acceptable to this forum. This way, moving it out to a separate source tree should be easier. It would be nice to have clarity on how tools will be dealt with. It'd be convenient to distcp in trunk. (It's tiny and useful.) On the other hand, that might be opening doors to adding too much, and complicating the build/release. I'd appreciate advice on which way is best. In the meantime, I'll align the distcpv2 pom.xml with the maven-ized version of things, as per Tucu's suggestions. Mithun ________________________________ From: Vinod Kumar Vavilapalli To: mapreduce-dev@hadoop.apache.org Cc: ""common-dev@hadoop.apache.org"" ; Mithun Radhakrishnan Sent: Tuesday, August 30, 2011 6:13 PM Subject: Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) As long as hadoop-tools is in some directory at some depth under trunk, release of the hadoop-tools is tied to the release of core. So we actually have these two options instead: (1) Separate source tree (http://svn.apache.org/repos/asf/hadoop/tools) -- Sources at tools/trunk/hadoop-distcp -- Each tool will work with specific version of Hadoop core. -- Releases can really be separate (2) Same source tree: trunk/ -- Sources at either (1.1) trunk/hadoop-tools or (1.2) trunk/hadoop-mapreduce-project/hadoop-mr-tools/hadoop-distcp/ -- Given release isn't decoupled anyway, either will work. (1.2) is prefereable if building mapreduce builds the tools also. +Vinod ",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2136,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) I'm leaning towards creating a trunk/hadoop-tools/hadoop-distcp (etc.). I'm hoping that's going to be acceptable to this forum. This way, moving it out to a separate source tree should be easier. It would be nice to have clarity on how tools will be dealt with. It'd be convenient to distcp in trunk. (It's tiny and useful.) On the other hand, that might be opening doors to adding too much, and complicating the build/release. I'd appreciate advice on which way is best. In the meantime, I'll align the distcpv2 pom.xml with the maven-ized version of things, as per Tucu's suggestions. Mithun ________________________________ From: Vinod Kumar Vavilapalli To: mapreduce-dev@hadoop.apache.org Cc: ""common-dev@hadoop.apache.org"" ; Mithun Radhakrishnan Sent: Tuesday, August 30, 2011 6:13 PM Subject: Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) As long as hadoop-tools is in some directory at some depth under trunk, release of the hadoop-tools is tied to the release of core. So we actually have these two options instead: (1) Separate source tree (http://svn.apache.org/repos/asf/hadoop/tools) � � -- Sources at tools/trunk/hadoop-distcp � � -- Each tool will work with specific version of Hadoop core. � � -- Releases can really be separate (2) Same source tree: trunk/ � � -- Sources at either (1.1) trunk/hadoop-tools or (1.2) trunk/hadoop-mapreduce-project/hadoop-mr-tools/hadoop-distcp/ � � -- Given release isn't decoupled anyway, either will work. (1.2) is prefereable if building mapreduce builds the tools also. +Vinod ",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2137,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) As long as hadoop-tools is in some directory at some depth under trunk, release of the hadoop-tools is tied to the release of core. So we actually have these two options instead: (1) Separate source tree (http://svn.apache.org/repos/asf/hadoop/tools) -- Sources at tools/trunk/hadoop-distcp -- Each tool will work with specific version of Hadoop core. -- Releases can really be separate (2) Same source tree: trunk/ -- Sources at either (1.1) trunk/hadoop-tools or (1.2) trunk/hadoop-mapreduce-project/hadoop-mr-tools/hadoop-distcp/ -- Given release isn't decoupled anyway, either will work. (1.2) is prefereable if building mapreduce builds the tools also. +Vinod ",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2138,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Copying common-dev. Summarizing the below discussion: What should be the tools layout after mavenization? Option #1: Have hadoop-tools at top level i.e trunk/ hadoop-tools/ hadoop-distcp/ Pros: Cleaner layout. In future, tools could be released separately from Hadoop releases Cons: Difficult to maintain Option #2: Keep the tools aggregator module for MapReduce/HDFS/Common if they are depending on MapReduce/HDFS/Common respectively. For ex: hadoop-mapreduce-project/ hadoop-mr-tools/ hadoop-distcp/ Pros: Easy to maintain Cons: Still has tight coupling with related projects. Personally, I'm fine with any of the above options. Looking for suggestions and reaching a consensus on this. Thanks Amareshwari On 8/30/11 12:10 AM, ""Allen Wittenauer"" wrote: I have a feeling this discussion should get moved to common-dev or even to general. My #1 question is if tools is basically contrib reborn. If not, what makes it different? On Aug 29, 2011, at 1:43 AM, Amareshwari Sri Ramadasu wrote:",existence,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2139,"Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23) I have a feeling this discussion should get moved to common-dev or even to general. My #1 question is if tools is basically contrib reborn. If not, what makes it different? On Aug 29, 2011, at 1:43 AM, Amareshwari Sri Ramadasu wrote:",not-ak,Re: Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2140,"Hadoop Tools Layout (was Re: DistCpV2 in 0.23) Some questions on making hadoop-tools top level under trunk, 1. Should the patches for tools be created against Hadoop Common? 2. What will happen to the tools test automation? Will it run as part of Hadoop Common tests? 3. Will it introduce a dependency from MapReduce to Common? Or is this taken care in Mavenization? Thanks Amareshwari On 8/26/11 10:17 PM, ""Alejandro Abdelnur"" wrote: Please, don't add more Mavenization work on us (eventually I want to go back to coding) Given that Hadoop is already Mavenized, the patch should be Mavenized. What will have to be done extra (besides Mavenizing distcp) is to create a hadoop-tools module at root level and within it a hadoop-distcp module. The hadoop-tools POM will look pretty much like the hadoop-common-project POM. The hadoop-distcp POM should follow the hadoop-common POM patterns. Thanks. Alejandro ",not-ak,Hadoop Tools Layout (was Re: DistCpV2 in 0.23)
2141,"Re: DistCpV2 in 0.23 Greetings, Tucu. I'd like very much to take you up on that. DistCpV2's build is currently mavenized. (Apologies. I neglected to mention that in this mail-thread.) Could I please bother you to review the pom? As the patch stands now, DistCpV2 needs building separately. Grazie, Mithun ________________________________ From: Alejandro Abdelnur To: mapreduce-dev@hadoop.apache.org Sent: Friday, August 26, 2011 10:18 PM Subject: Re: DistCpV2 in 0.23 And I'll be more than happy to review it from the Mavenization perspective. Thxs. Alejandro ",not-ak,Re: DistCpV2 in 0.23
2142,Re: DistCpV2 in 0.23 And I'll be more than happy to review it from the Mavenization perspective. Thxs. Alejandro ,not-ak,Re: DistCpV2 in 0.23
2143,"Re: DistCpV2 in 0.23 Please, don't add more Mavenization work on us (eventually I want to go back to coding) Given that Hadoop is already Mavenized, the patch should be Mavenized. What will have to be done extra (besides Mavenizing distcp) is to create a hadoop-tools module at root level and within it a hadoop-distcp module. The hadoop-tools POM will look pretty much like the hadoop-common-project POM. The hadoop-distcp POM should follow the hadoop-common POM patterns. Thanks. Alejandro ",not-ak,Re: DistCpV2 in 0.23
2144,"Re: DistCpV2 in 0.23 Agree with Mithun and Robert. DistCp and Tools restructuring are separate tasks. Since DistCp code is ready to be committed, it need not wait for the Tools separation from MR/HDFS. I would say it can go into contrib as the patch is now, and when the tools restructuring happens it would be just an svn mv. If there are no issues with this proposal I can commit the code tomorrow. Thanks Amareshwari On 8/26/11 7:45 PM, ""Robert Evans"" wrote: I agree with Mithun. They are related but this goes beyond distcpv2 and should not block distcpv2 from going in. It would be very nice, however, to get the layout settled soon so that we all know where to find something when we want to work on it. Also +1 for Alejandro's I also prefer to keep tools at the trunk level. Even though HDFS, Common, and Mapreduce and perhaps soon tools are separate modules right now, there is still tight coupling between the different pieces, especially with tests. IMO until we can reduce that coupling we should treat building and testing Hadoop as a single project instead of trying to keep them separate. --Bobby On 8/26/11 7:45 AM, ""Mithun Radhakrishnan"" wrote: Would it be acceptable if retooling of tools/ were taken up separately? It sounds to me like this might be a distinct (albeit related) task. Mithun ________________________________ From: Giridharan Kesavan To: mapreduce-dev@hadoop.apache.org Sent: Friday, August 26, 2011 12:04 PM Subject: Re: DistCpV2 in 0.23 +1 to Alejandro's I prefer to keep the hadoop-tools at trunk level. -Giri ",not-ak,Re: DistCpV2 in 0.23
2145,"Re: DistCpV2 in 0.23 On Friday, August 26, 2011, Amareshwari Sri Ramadasu wrote: maven module now). And top level for hadoop tools is nice to have, but it becomes hard to maintain until patch automation tests run the tests under tools. Currently we see many times the changes in HDFS effecting RAID tests in MapReduce. So, I'm fine putting the tools under hadoop-mapreduce. a complete rewrite and did not want to remove it until users are familiarized with new one. That makes sense, we have a similar situation w hftp and hoop. The new distcp shouldn't be contrib is my only input. Thanks, Eli wrote: wrote:",not-ak,Re: DistCpV2 in 0.23
2146,"Re: DistCpV2 in 0.23 I agree with Mithun. They are related but this goes beyond distcpv2 and should not block distcpv2 from going in. It would be very nice, however, to get the layout settled soon so that we all know where to find something when we want to work on it. Also +1 for Alejandro's I also prefer to keep tools at the trunk level. Even though HDFS, Common, and Mapreduce and perhaps soon tools are separate modules right now, there is still tight coupling between the different pieces, especially with tests. IMO until we can reduce that coupling we should treat building and testing Hadoop as a single project instead of trying to keep them separate. --Bobby On 8/26/11 7:45 AM, ""Mithun Radhakrishnan"" wrote: Would it be acceptable if retooling of tools/ were taken up separately? It sounds to me like this might be a distinct (albeit related) task. Mithun ________________________________ From: Giridharan Kesavan To: mapreduce-dev@hadoop.apache.org Sent: Friday, August 26, 2011 12:04 PM Subject: Re: DistCpV2 in 0.23 +1 to Alejandro's I prefer to keep the hadoop-tools at trunk level. -Giri ",existence,Re: DistCpV2 in 0.23
2147,"Re: DistCpV2 in 0.23 Would it be acceptable if retooling of tools/ were taken up separately? It sounds to me like this might be a distinct (albeit related) task. Mithun ________________________________ From: Giridharan Kesavan To: mapreduce-dev@hadoop.apache.org Sent: Friday, August 26, 2011 12:04 PM Subject: Re: DistCpV2 in 0.23 +1 to Alejandro's I prefer to keep the hadoop-tools at trunk level. -Giri ",not-ak,Re: DistCpV2 in 0.23
2148,Re: DistCpV2 in 0.23 +1 to Alejandro's I prefer to keep the hadoop-tools at trunk level. -Giri ,not-ak,Re: DistCpV2 in 0.23
2149,"Re: DistCpV2 in 0.23 +1 for the layout! thanks mahadev On Aug 25, 2011, at 9:06 PM, Amareshwari Sri Ramadasu wrote:",not-ak,Re: DistCpV2 in 0.23
2150,Re: DistCpV2 in 0.23 I'd suggest putting hadoop-tools either at trunk/ level or having a a tools aggregator module for hdfs and other for common. I personal would prefer at trunk/. Thanks. Alejandro ,existence,Re: DistCpV2 in 0.23
2151,"Re: DistCpV2 in 0.23 Agree. It should be separate maven module (and patch puts it as separate maven module now). And top level for hadoop tools is nice to have, but it becomes hard to maintain until patch automation tests run the tests under tools. Currently we see many times the changes in HDFS effecting RAID tests in MapReduce. So, I'm fine putting the tools under hadoop-mapreduce. I propose we can have something like the following: trunk/ - hadoop-mapreduce - hadoop-mr-client - hadoop-yarn - hadoop-tools - hadoop-streaming - hadoop-archives - hadoop-distcp Thoughts? @Eli and @JD, we did not replace old legacy distcp because this is really a complete rewrite and did not want to remove it until users are familiarized with new one. On 8/26/11 12:51 AM, ""Todd Lipcon"" wrote: Maybe a separate toplevel for hadoop-tools? Stuff like RAID could go in there as well - ie tools that are downstream of MR and/or HDFS. ",existence,Re: DistCpV2 in 0.23
2152,Re: DistCpV2 in 0.23 Maybe a separate toplevel for hadoop-tools? Stuff like RAID could go in there as well - ie tools that are downstream of MR and/or HDFS. ,existence,Re: DistCpV2 in 0.23
2153,Re: DistCpV2 in 0.23 +1 for a seperate module in hadoop-mapreduce-project. I think hadoop-mapreduce-client might not be right place for it. We might have to pick a new maven module under hadoop-mapreduce-project that could host streaming/distcp/hadoop archives. thanks mahadev ,existence,Re: DistCpV2 in 0.23
2154,"Re: DistCpV2 in 0.23 Agree, it should be a separate maven module. And it should be under hadoop-mapreduce-client, right? And now that we are in the topic, the same should go for streaming, no? Thanks. Alejandro ",existence,Re: DistCpV2 in 0.23
2155,Re: DistCpV2 in 0.23 ,existence,Re: DistCpV2 in 0.23
2156,"Re: DistCpV2 in 0.23 Nice work! I definitely think this should go in 23 and 20x. Agree with JD that it should be in the core code, not contrib. If it's going to be maintained then we should put it in the core code. Thanks, Eli ",not-ak,Re: DistCpV2 in 0.23
2157,"Re: DistCpV2 in 0.23 Contribs are hard to follow and maintain, if this is really a rewrite shouldn't it be in the core code? BTW nice to see that distcp is being reengineered, love the new features listed in that jira. Thx, J-D ",not-ak,Re: DistCpV2 in 0.23
2158,"DistCpV2 in 0.23 Hi, As you would have seen, DistCpV2 is up on https://issues.apache.org/jira/browse/MAPREDUCE-2765. The code will go into a new contrib project. It has full unit test coverage and proper documentation. I really liked this part of the patch. :) The patch has been reviewed and ready for commit. Would like to have it in 0.23 branch. Since it is all new code, I think it should be fine. Moreover, the code is in production in Yahoo! since six months. Let me know if you have in any issues. Clearly +1 for putting this in 0.23 Thanks Amareshwari",not-ak,DistCpV2 in 0.23
2159,"Looking for File System Engineers for a US Start-Up Hi,We are looking for a File System Engineer with the following expertise. In case you are interested then kindly contact me for further info. JD ~ 6/8 years of experience working on file systems Ideally would have worked on any one of distributed file systems like NFS, WebDAV, HDFS etc,~ Experience working with large amount of data Ideally would have worked with different databases like MongoDB, MySQL, Cassandra, CouchDB etc~ Experience in networking at an application level e.g. RPCs~ Proven ability in the past to mentor junior engineers ~ Exceptional algorithm/data structure design skills ~ Degree in computer science from a reputed engineering collegeNice to have : ~ Experience with web services~ Experience with virtualization/cloud computing ~ Experience with Python~ B Tech or M Tech from a reputed institutes Thanks and Regards Thomas Mathew+91-9448994300LinkedIn: http://in.linkedin.com/in/hurits HURITS Consulting Pvt Ltd, #127, 2nd Cross, 6th Block, Koramangala, Bangalore - 560 095, Ph: 91-80-2550 33 00, Email: thomas@hurits.com web: www.hurits.com **************** CAUTION - Disclaimer *****************This e-mail contains PRIVILEGED AND CONFIDENTIAL INFORMATION intended solely for the use of the addressee(s). If you are not the intended recipient, please notify the sender by e-mail and delete the original message. Further, you are not to copy, disclose, or distribute this e-mail or its contents to any other person and any such actions are unlawful. This e-mail may contain viruses. HURITS has taken every reasonable precaution to minimize this risk, but is not liable for any damage you may sustain as a result of any virus in this e-mail. You should carry out your own virus checks before opening the e-mail or attachment. HURITS reserves the right to monitor and review the content of all messages sent to or from this e-mail address. Messages sent to or from this e-mail address may be stored on the HURITS e-mail system.***HURITS******** End of Disclaimer ********HURITS***",not-ak,Looking for File System Engineers for a US Start-Up
2160,unsubscribe unsubscribe,not-ak,unsubscribe
2161,Re: CounterColumn as a double How about BigDoubles and BigIntegers? ,not-ak,Re: CounterColumn as a double
2162,Re: CounterColumn as a double I don't think you can avoid that. I'd suggest making it CQL-only if we do doubles -- no backwards incompatibility required there. ,existence,Re: CounterColumn as a double
2163,"Re: CounterColumn as a double Sorry, I should have been more clear; I was speaking to the question of how to avoid modifying the thrift interface. - Jason On Jun 27, 2011, at 7:58 PM, Joseph Stein wrote:",not-ak,Re: CounterColumn as a double
2164,"Re: CounterColumn as a double hmmm, well Jason it is not as accurate as I would have thought at first and the increments on the long are whacked (which now that I think about it more makes sense since a +1 of the bits as long for the double would not necessarly represent the +1 on the double). So I am setting the increment to be 1.23 which comes back as 1.3213044541238036E308 and then another increment of 1.23 comes back as 10.359999999999987 so for the increment (which is just +value to the long which would not provide the right shift) even if under the hood I keep the thrift interface as long somehow the 1.23 vs 1.321 is a big difference when you have billions of them so I think it goes back to my original idea/proposition. Any one have issue? any +1 ? should I create a JIRA and get to it? ",existence,Re: CounterColumn as a double
2165,"Re: CounterColumn as a double I will give that a shot, seems that it will work fantastically, thanks! I will keep trolling JIRA then for something I feel I can get my feet wet with and contribute then. ",not-ak,Re: CounterColumn as a double
2166,"Re: CounterColumn as a double Longs and Doubles are both 64-bit values and are pretty easily convertible. Check out Double.doubleToLongBits and Double.longBitsToDouble in the JDK; you can also read more about the details of the conversion and get some pointers to some code in a post I wrote last year: http://jasonfager.com/770-lexi-sortable-number-strings/ (the emphasis is on using doubles in key strings, but it should cover what you need). ",not-ak,Re: CounterColumn as a double
2167,"CounterColumn as a double So has anyone considered using the CounterColumn for summing? I wanted to-do this over the weekend until I realized it was only a long :( so using it for things like duration (as an example for me this would have been great to keep track of aggregate durations of ad impressions) are not possible (or total costs when processing business workflows, etc,etc). I thought this might be a little more the speed of a first contribution too :) and also helps out with more functionality since a lot of real time analytics will need double. Let me know, I think it is a good feature. Implementing it not sure we would want to break the thrift interface I would suggest that I would create another interface for the double value? Under the hood of the thrift interface I was thinking of creating a CounterValue class and then setting the lValue or the dValue depending on which thrift function was called. I can update the thrift, add a sister function and re-work the entire code path of long CounterColumn.value into CounterValue CounterColumn.value. /* Joe Stein http://www.linkedin.com/in/charmalloc Twitter: @allthingshadoop */",existence,CounterColumn as a double
2168,"[RESULT] [VOTE] Release Apache Cassandra 0.8.0-beta1 artifacts in Maven Central This vote has passed: +1: Jonathan Ellis (binding); Eric Evans (binding); Brandon Williams (binding); mck (non-binding); Stephen Connolly (non-binding) 0: -1: I will promote the artifacts to Maven Central -Stephen On 26 April 2011 14:44, Stephen Connolly wrote:",not-ak,[RESULT] [VOTE] Release Apache Cassandra 0.8.0-beta1 artifacts in Maven Central
2204,"Re: A pluggable external sort for Hadoop MR Hi Chris, The overall elapsed time to run a sort depends on many factors other than the sort algorithm. If you follow the data flow in MR from the point where sorting starts in Map phase to the point where pairs are available for reduction in Reduce phase there are CPU and IO intensive activities happening. You are right, passing data to an external process adds CPU cycles. However, a well engineered implementation of the overall process can cut down the elapsed time. From some of my experiments with a prototype implementation, I was able to cut down the elapsed time by about 40% to run some huge sorts(500 GB) on a modest cluster of 6 nodes. Besides, an external sorter can provide additional functionalities to Hadoop. For example, on the Map side, an external sorter process can support filtering, reformatting, and aggregation in a single process with performance optimized for a multicore system. With the current MR framework, filtering and reformatting happen before sorting and all these operations are very sequential in nature. On the Reduce side, an external sorter can offer even exotic solution like Join since the external sorter implementation on the Reduce side is free to work on more than one stream(one from Hadoop MR shuffled data and the other from HDFS for example.) Thank you very much for your feedback. If you any more questions, please let me know. -- Asokan On 04/26/2011 11:41 AM, Christopher Smith wrote: Aren't you worried that the overhead of shoving all that data through an external sort facility would outweigh any benefits from the algo? --Chris On Apr 26, 2011, at 8:34 AM, ""Asokan, M"" wrote: Hi All, I am submitting this notice of intent to contribute to the Hadoop community on behalf of Syncsort, Inc. (www.syncsort.com) an interface for an external sorter. Although Hadoop MR (Map/Reduce) provides users with pluggable InputFormat, Mapper, Partitioner, Combiner, Reducer, and OutputFormat it does not provide a plug-in for an external sorter. There is limited support to plug in a sorter class in the Map phase. The merge logic in the Reduce phase cannot be changed. Also, the sorting process is tightly coupled to the framework. The goal of our project is to decouple the sorting process and contribute a defined clean interface to allow developers to easily plug in external sorters through this interface. THIS INTERFACE WILL BE INDEPENDENT FROM SYNCSORT�S PROPRIETARY SOFTWARE PRODUCTS WHICH ARE NOT INTENDED TO BE CONTRIBUTED. The following are some of the motivating factors for this project (not in any order of significance): � An external sort plug-in will promote innovative implementations by developers who have expertise in sort algorithms. � Hadoop developers can experiment with different sort implementations (in both the Map and Reduce phases) without modifying the framework code. � An external implementation of sort can be very well optimized to take advantage of OS and hardware architecture compared to the pure Java implementation in Hadoop. � The Hadoop implementation of sort is not self tuning. Users may be overwhelmed by so many parameters to be specified to tune the performance of sort. � One of the top memory consumers in the MR child JVMs is the sort. Users are advised to set a reasonably high value for -mx argument to JVM. Failure to do so will result in job termination. If the external sorter is implemented as a subprocess, it can adjust its memory usage automatically and make sure that it does not fail. Besides, the memory needed by the MR child JVM can be reduced to a meager 128 MB. � The performance of Hadoop sort may be at the mercy of JVM. See LUCENE-2504 in Hadoop Jira for a related performance regression issue. An external sorter implemented in C or C++ and run as a subprocess will not suffer from these types of problems. � ETL tool vendors can complement Hadoop's strengths namely HDFS, job scheduling, restartability, etc. with their sort technologies. This will enable Hadoop to make inroads into IT shops that use traditional ETL tools. The goals of this project are: � The primary goal of this project is to allow users to seamlessly plug in the external sorter to their existing MR applications. This is in contrast to the approach taken by HCE (see MAPREDUCE-1270 in Hadoop Jira) which requires users to code their MR applications in C++. � A secondary goal is to enable users of existing ETL tools to exploit Hadoop's distributed processing framework. We are confident there will be interest in this contribution to the code to the Hadoop community. I intend to provide a reference implementation of the interfaces defined in the design. This reference implementation uses GNU sort command to do the sorting of text data. -- Asokan M. Asokan Technology Architect � Data Integration Syncsort Incorporated 50 Tice Boulevard, Woodcliff Lake, NJ 07677 P: 201-930-8226 | F: 201-930-8281 E: masokan@syncsort.com www.syncsort.com Rethink the economics of data ________________ ________________________________ ATTENTION: ----- The information contained in this message (including any files transmitted with this message) may contain proprietary, trade secret or other confidential and/or legally privileged information. Any pricing information contained in this message or in any files transmitted with this message is always confidential and cannot be shared with any third parties without prior written approval from Syncsort. This message is intended to be read only by the individual or entity to whom it is addressed or by their designee. If the reader of this message is not the intended recipient, you are on notice that any use, disclosure, copying or distribution of this message, in any form, is strictly prohibited. If you have received this message in error, please immediately notify the sender and/or Syncsort and destroy all copies of this message in your possession, custody or control.",existence,Re: A pluggable external sort for Hadoop MR
2205,"Re: A pluggable external sort for Hadoop MR Aren't you worried that the overhead of shoving all that data through an external sort facility would outweigh any benefits from the algo? --Chris On Apr 26, 2011, at 8:34 AM, ""Asokan, M"" wrote:",not-ak,Re: A pluggable external sort for Hadoop MR
